,0
0,0.33185480004018697
1,0.17762468344364962
2,0.01945555552037491
3,0.06656364114564285
4,-0.0033136461976789877
5,0.013149736490400826
6,0.001012290220092693
7,0.1030754422963192
8,0.0015582030218289772
9,0.0018073874480080965
10,0.025749697913695038
11,0.021167564647593715
12,0.021293179049532054
13,0.0472460740617809
14,0.04579579729915555
15,0.03702522900596551
16,0.20734380285219978
17,0.07454742413234801
18,-0.003075899948133745
19,0.23285676900711577
20,0.010637787721334321
21,0.01807054423350668
22,0.049932310959802315
23,0.13993010364228586
24,0.03343237559746383
25,0.026208463253686268
26,-0.004485983903186955
27,0.011920984742602433
28,-0.0011256100335773483
29,0.0358347589103087
30,0.047525180952926
31,0.0039739108436784715
32,0.05844994135507452
33,-0.005682539297782993
34,0.06925892907237115
35,-0.0019839120808194805
36,0.031055345103553747
37,0.07863267458613048
38,-0.0009160154532224934
39,0.05092408617369902
40,0.07322035806406425
41,0.05600300255077627
42,0.03402491769823916
43,0.008478554329863122
44,0.02943159435353364
45,0.1566842789018707
46,0.14182877715850595
47,0.04934878415851711
48,0.038831309146138845
49,0.010677815576180513
50,0.11298096837404249
51,-0.005812366232123459
52,0.003596292381405672
53,0.05497367742389268
54,0.04083947090990535
55,0.02952593155722076
56,0.26225562519761675
57,0.03917056341512258
58,-0.003341403236049048
59,0.2065129419391301
60,0.06966974476900532
61,0.019990261247328667
62,-0.004568663582586854
63,-0.0031563592910454213
64,0.02335152057431418
65,0.3360694926294662
66,0.005227564471298449
67,0.020126374185365753
68,0.10608904307137955
69,-0.0049385806658906045
70,-0.00378652777652283
71,0.005183067782205217
72,0.026376555004056376
73,0.14052472575704678
74,0.1377026967884321
75,0.050859017885472105
76,0.005836219449796148
77,0.013749632965478403
78,0.02017219691877621
79,0.03288173739812618
80,0.13945166144811105
81,0.07847468986318513
82,0.04735808779721955
83,0.07061480608932248
84,0.08813842324928704
85,-0.005500532937545155
86,0.2508574699439322
87,0.09616938089257522
88,0.025573829300338538
89,0.006647469400835007
90,-0.005368527228876208
91,-0.0028419250365617904
92,0.009953270917938808
93,0.03559988537118679
94,0.1159330644408698
95,-0.003513084495886637
96,0.006075703228828527
97,0.007873878198750836
98,0.0790852850609559
99,0.04972033464930349
100,-0.0008186047160054916
101,0.001689053852692482
102,0.05275576208242892
103,0.11842564680178193
104,0.14514832183458276
105,0.22799665855770818
106,0.04393258718358599
107,0.05801142742950367
108,-0.004288294279318539
109,0.0009525157609743679
110,0.24747541985678356
111,0.029374172522406636
112,-0.007191041794592512
113,0.03159433808041549
114,0.03660836585263012
115,0.006467626726122791
116,0.061261418966235645
117,0.1188493628621465
118,0.13568555684267875
119,0.3247500658456967
120,0.0139516248700388
121,0.12857376824361555
122,0.04738297611301433
123,0.027879233616129276
124,0.09075888109930631
125,0.16555083887527283
126,0.018474254444343155
127,0.05041507170388619
128,0.0014512335032629553
129,0.031587879739422245
130,0.028001313410593656
131,0.05007581730925144
132,-0.0024454989100247265
133,0.008872990995422464
134,0.15038519952892454
135,0.014063036935498194
136,0.003725659403482365
137,0.10534964527861511
138,0.03129210379631191
139,0.004885440113814227
140,0.014342594868294936
141,0.026465671091578866
142,-0.004091204319652944
143,0.01905350884145439
144,0.07148447179010474
145,-6.020448888323371e-05
146,0.037174835175385654
147,-0.004490480154003301
148,0.033016282612533324
149,-0.0043238678446045065
150,0.05761593499921265
151,0.09582584766010756
152,0.14068998964522378
153,-0.0020861491241163793
154,0.04300291546900496
155,0.06887376975014463
156,-0.0025726286572259616
157,0.024518569615751315
158,0.017765273937930037
159,-0.0015624750813509197
160,0.023194332720463548
161,0.055208750173220564
162,0.00034109177533786506
163,0.04535003099141886
164,-0.0033589386393536452
165,0.03073318626323833
166,0.009049226721160958
167,-0.004281675039824601
168,0.09665893832461402
169,0.04260333790921418
170,0.033244039221866736
171,0.030118044589056717
172,0.04442281613971959
173,0.026305251526736143
174,0.016320504998879992
175,0.04004963419366979
176,0.0431903052279511
177,0.0816001516662173
178,0.04819888044602337
179,0.0027104554067866188
180,-3.0271868222603304e-05
181,0.06175866536001216
182,0.017017775357042506
183,-0.003233360904766336
184,0.02433753218394029
185,-0.0015659854830032405
186,0.01334783361075921
187,0.008325804691979022
188,0.1275968052227529
189,-0.004129642769220149
190,0.30703734656993803
191,0.040728989799239515
192,-0.005447737865732896
193,-0.004543818211338008
194,0.0004931373525963872
195,0.029388539906114772
196,-0.006411262924849823
197,0.06952434582593851
198,0.11854080768937537
199,0.25605872424629195
200,0.009913553961000035
201,0.22440847272329445
202,0.074136307231969
203,0.007605823910438805
204,-0.0067076659022553
205,0.010562727308028
