cellid,RBG,SLX,plate_sorted,plate_rearranged,well_sorted,well_rearranged,set_index,CI_index,index,mouse_platelabel,sort_method,sample.name,population,expdate,timepoint_tx_days,biosample_id,mouse_id,sex,start_age,tom,batch,countfolder,sample_id
SLX19435.i712_i506,RBG35537,SLX19435,plate1,plate1,D10,D10,setA,i712_i506,N712-S506,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i712_i507,RBG35538,SLX19435,plate1,plate1,E10,E10,setA,i712_i507,N712-S507,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i712_i508,RBG35539,SLX19435,plate1,plate1,F10,F10,setA,i712_i508,N712-S508,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i712_i510,RBG35540,SLX19435,plate1,plate1,G10,G10,setA,i712_i510,N712-S510,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i712_i511,RBG35541,SLX19435,plate1,plate1,H10,H10,setA,i712_i511,N712-S511,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i714_i502,RBG35542,SLX19435,plate1,plate1,A11,A11,setA,i714_i502,N714-S502,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i714_i503,RBG35543,SLX19435,plate1,plate1,B11,B11,setA,i714_i503,N714-S503,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i714_i505,RBG35544,SLX19435,plate1,plate1,C11,C11,setA,i714_i505,N714-S505,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i714_i506,RBG35545,SLX19435,plate1,plate1,D11,D11,setA,i714_i506,N714-S506,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i714_i507,RBG35546,SLX19435,plate1,plate1,E11,E11,setA,i714_i507,N714-S507,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i714_i508,RBG35547,SLX19435,plate1,plate1,F11,F11,setA,i714_i508,N714-S508,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i714_i510,RBG35548,SLX19435,plate1,plate1,G11,G11,setA,i714_i510,N714-S510,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i714_i511,RBG35549,SLX19435,plate1,plate1,H11,H11,setA,i714_i511,N714-S511,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i715_i502,RBG35550,SLX19435,plate1,plate1,A12,A12,setA,i715_i502,N715-S502,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i715_i503,RBG35551,SLX19435,plate1,plate1,B12,B12,setA,i715_i503,N715-S503,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i715_i505,RBG35552,SLX19435,plate1,plate1,C12,C12,setA,i715_i505,N715-S505,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i715_i506,RBG35553,SLX19435,plate1,plate1,D12,D12,setA,i715_i506,N715-S506,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i715_i507,RBG35554,SLX19435,plate1,plate1,E12,E12,setA,i715_i507,N715-S507,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i715_i508,RBG35555,SLX19435,plate1,plate1,F12,F12,setA,i715_i508,N715-S508,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i715_i510,RBG35556,SLX19435,plate1,plate1,G12,G12,setA,i715_i510,N715-S510,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i715_i511,RBG35557,SLX19435,plate1,plate1,H12,H12,setA,i715_i511,N715-S511,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i716_i502,RBG35558,SLX19435,plate2,plate2,A1,A1,setB,i716_i502,N716-S502,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i716_i503,RBG35559,SLX19435,plate2,plate2,B1,B1,setB,i716_i503,N716-S503,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i716_i505,RBG35560,SLX19435,plate2,plate2,C1,C1,setB,i716_i505,N716-S505,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i716_i506,RBG35561,SLX19435,plate2,plate2,D1,D1,setB,i716_i506,N716-S506,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i716_i507,RBG35562,SLX19435,plate2,plate2,E1,E1,setB,i716_i507,N716-S507,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i716_i508,RBG35563,SLX19435,plate2,plate2,F1,F1,setB,i716_i508,N716-S508,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i716_i510,RBG35564,SLX19435,plate2,plate2,G1,G1,setB,i716_i510,N716-S510,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i716_i511,RBG35565,SLX19435,plate2,plate2,H1,H1,setB,i716_i511,N716-S511,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i718_i502,RBG35566,SLX19435,plate2,plate2,A2,A2,setB,i718_i502,N718-S502,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i718_i503,RBG35567,SLX19435,plate2,plate2,B2,B2,setB,i718_i503,N718-S503,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i718_i505,RBG35568,SLX19435,plate2,plate2,C2,C2,setB,i718_i505,N718-S505,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i718_i506,RBG35569,SLX19435,plate2,plate2,D2,D2,setB,i718_i506,N718-S506,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i718_i507,RBG35570,SLX19435,plate2,plate2,E2,E2,setB,i718_i507,N718-S507,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i718_i508,RBG35571,SLX19435,plate2,plate2,F2,F2,setB,i718_i508,N718-S508,mouse1_32c,purity,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i718_i510,RBG35572,SLX19435,plate2,plate2,G2,G2,setB,i718_i510,N718-S510,mouse1_32c,purity,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i718_i511,RBG35573,SLX19435,plate2,plate2,H2,H2,setB,i718_i511,N718-S511,mouse1_32c,purity,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i719_i502,RBG35574,SLX19435,plate2,plate2,A3,A3,setB,i719_i502,N719-S502,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i719_i503,RBG35575,SLX19435,plate2,plate2,B3,B3,setB,i719_i503,N719-S503,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i719_i505,RBG35576,SLX19435,plate2,plate2,C3,C3,setB,i719_i505,N719-S505,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i719_i506,RBG35577,SLX19435,plate2,plate2,D3,D3,setB,i719_i506,N719-S506,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i719_i507,RBG35578,SLX19435,plate2,plate2,E3,E3,setB,i719_i507,N719-S507,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i719_i508,RBG35579,SLX19435,plate2,plate2,F3,F3,setB,i719_i508,N719-S508,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i719_i510,RBG35580,SLX19435,plate2,plate2,G3,G3,setB,i719_i510,N719-S510,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i719_i511,RBG35581,SLX19435,plate2,plate2,H3,H3,setB,i719_i511,N719-S511,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i720_i502,RBG35582,SLX19435,plate2,plate2,A4,A4,setB,i720_i502,N720-S502,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i720_i503,RBG35583,SLX19435,plate2,plate2,B4,B4,setB,i720_i503,N720-S503,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i720_i505,RBG35584,SLX19435,plate2,plate2,C4,C4,setB,i720_i505,N720-S505,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i720_i506,RBG35585,SLX19435,plate2,plate2,D4,D4,setB,i720_i506,N720-S506,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i720_i507,RBG35586,SLX19435,plate2,plate2,E4,E4,setB,i720_i507,N720-S507,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i720_i508,RBG35587,SLX19435,plate2,plate2,F4,F4,setB,i720_i508,N720-S508,mouse1_32c,purity,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i720_i510,RBG35588,SLX19435,plate2,plate2,G4,G4,setB,i720_i510,N720-S510,mouse1_32c,purity,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i720_i511,RBG35589,SLX19435,plate2,plate2,H4,H4,setB,i720_i511,N720-S511,mouse1_32c,purity,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i721_i502,RBG35590,SLX19435,plate2,plate2,A5,A5,setB,i721_i502,N721-S502,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i721_i503,RBG35591,SLX19435,plate2,plate2,B5,B5,setB,i721_i503,N721-S503,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i721_i505,RBG35592,SLX19435,plate2,plate2,C5,C5,setB,i721_i505,N721-S505,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i721_i506,RBG35593,SLX19435,plate2,plate2,D5,D5,setB,i721_i506,N721-S506,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i721_i507,RBG35594,SLX19435,plate2,plate2,E5,E5,setB,i721_i507,N721-S507,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i721_i508,RBG35595,SLX19435,plate2,plate2,F5,F5,setB,i721_i508,N721-S508,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i721_i510,RBG35596,SLX19435,plate2,plate2,G5,G5,setB,i721_i510,N721-S510,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i721_i511,RBG35597,SLX19435,plate2,plate2,H5,H5,setB,i721_i511,N721-S511,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i722_i502,RBG35598,SLX19435,plate2,plate2,A6,A6,setB,i722_i502,N722-S502,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i722_i503,RBG35599,SLX19435,plate2,plate2,B6,B6,setB,i722_i503,N722-S503,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i722_i505,RBG35600,SLX19435,plate2,plate2,C6,C6,setB,i722_i505,N722-S505,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i722_i506,RBG35601,SLX19435,plate2,plate2,D6,D6,setB,i722_i506,N722-S506,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i722_i507,RBG35602,SLX19435,plate2,plate2,E6,E6,setB,i722_i507,N722-S507,mouse1_32c,singlecell,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i722_i508,RBG35603,SLX19435,plate2,plate2,F6,F6,setB,i722_i508,N722-S508,mouse1_32c,purity,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i722_i510,RBG35604,SLX19435,plate2,plate2,G6,G6,setB,i722_i510,N722-S510,mouse1_32c,purity,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i722_i511,RBG35605,SLX19435,plate2,plate2,H6,H6,setB,i722_i511,N722-S511,mouse1_32c,purity,mouse1_32c_7d_Linneg_Kit+_OR_Sca1+_Tom+_puritymode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.32c,14681.32c,female,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i723_i502,RBG35606,SLX19435,plate2,plate2,A7,A7,setB,i723_i502,N723-S502,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i723_i503,RBG35607,SLX19435,plate2,plate2,B7,B7,setB,i723_i503,N723-S503,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i723_i505,RBG35608,SLX19435,plate2,plate2,C7,C7,setB,i723_i505,N723-S505,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i723_i506,RBG35609,SLX19435,plate2,plate2,D7,D7,setB,i723_i506,N723-S506,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i723_i507,RBG35610,SLX19435,plate2,plate2,E7,E7,setB,i723_i507,N723-S507,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
SLX19435.i723_i508,RBG35611,SLX19435,plate2,plate2,F7,F7,setB,i723_i508,N723-S508,mouse2_30e,singlecell,mouse2_30e_7d_Linneg_Kit+_OR_Sca1+_Tom+_singlecellmode,Linneg_Kit+_OR_Sca1+_Tom+,20201020,7,7d_SS2_14681.30e,14681.30e,male,young,pos,7d,./data/SS2/7d,7d_SS2
